Fecha,Hora,Temperatura (°C),Humedad (%)
2025-10-10,10:23:49,17.9,50.1
2025-10-10,10:23:51,17.9,50.1
2025-10-10,10:23:53,17.9,50.1
2025-10-10,10:23:55,17.9,50.1
2025-10-10,10:23:57,17.9,50.1
2025-10-10,10:23:59,17.9,50.2
2025-10-10,10:24:01,17.9,50.4
2025-10-10,10:24:03,17.9,50.5
2025-10-10,10:24:05,17.9,50.5
2025-10-10,10:24:07,17.9,50.6
2025-10-10,10:24:09,17.9,50.5
2025-10-10,10:24:11,17.9,50.5
2025-10-10,10:24:13,17.9,50.4
2025-10-10,10:24:15,17.9,50.4
2025-10-10,10:24:17,17.9,50.3
2025-10-10,10:24:19,17.9,50.3
2025-10-10,10:24:21,17.9,50.3
2025-10-10,10:24:23,17.9,50.3
2025-10-10,10:24:25,17.9,50.3
2025-10-10,10:24:27,17.9,50.3
2025-10-10,10:24:29,17.9,50.3
2025-10-10,10:24:31,17.9,50.3
2025-10-10,10:24:33,17.9,50.3
2025-10-10,10:24:35,17.9,50.2
2025-10-10,10:24:37,17.9,50.2
2025-10-10,10:24:39,17.9,50.2
2025-10-10,10:24:42,17.9,50.3
2025-10-10,10:24:43,17.9,50.2
2025-10-10,10:24:45,17.9,50.2
2025-10-10,10:24:47,17.9,50.2
2025-10-10,10:24:49,17.9,50.3
2025-10-10,10:24:51,17.9,50.2
2025-10-10,10:24:53,17.9,50.2
2025-10-10,10:24:55,17.9,50.2
2025-10-10,10:24:57,17.9,50.2
2025-10-10,10:24:59,17.9,50.2
2025-10-10,10:25:01,17.9,50.2
2025-10-10,10:25:03,18.0,50.2
2025-10-10,10:25:05,17.9,50.2
2025-10-10,10:25:07,18.0,50.2
2025-10-10,10:25:09,17.9,50.2
2025-10-10,10:25:14,17.9,50.2
2025-10-10,10:25:16,17.9,50.2
2025-10-10,10:25:18,17.9,50.2
2025-10-10,10:25:20,18.0,50.2
2025-10-10,10:25:22,17.9,50.2
2025-10-10,10:25:24,17.9,50.2
2025-10-10,10:25:26,18.0,50.2
2025-10-10,10:25:28,18.0,50.2
2025-10-10,10:25:30,17.9,50.2
2025-10-10,10:25:32,18.0,50.2
2025-10-10,10:25:34,18.0,50.2
2025-10-10,10:25:36,18.0,50.2
2025-10-10,10:25:38,18.0,50.2
2025-10-10,10:25:40,18.0,50.2
2025-10-10,10:25:42,18.0,50.2
2025-10-10,10:25:44,18.0,50.2
2025-10-10,10:25:46,18.0,50.1
2025-10-10,10:25:48,18.0,50.1
2025-10-10,10:25:50,18.0,50.1
2025-10-10,10:25:52,18.0,50.2
2025-10-10,10:25:54,18.0,50.1
2025-10-10,10:25:56,18.0,50.1
2025-10-10,10:25:58,18.0,50.1
2025-10-10,10:26:01,18.0,50.1
2025-10-10,10:26:02,18.0,50.0
2025-10-10,10:26:04,18.0,50.0
2025-10-10,10:26:06,18.0,50.0
2025-10-10,10:26:08,18.0,50.0
2025-10-10,10:26:10,18.0,50.0
2025-10-10,10:26:34,18.0,49.9
2025-10-10,10:26:36,18.0,49.9
2025-10-10,10:26:38,18.0,49.9
2025-10-10,10:26:40,18.0,50.0
2025-10-10,10:26:42,18.0,50.0
2025-10-10,10:26:44,18.0,50.0
2025-10-10,10:36:02,18.2,49.6
2025-10-10,10:36:04,18.2,49.6
2025-10-10,10:36:06,18.2,49.6
2025-10-10,10:36:08,18.2,49.6
2025-10-10,10:36:10,18.2,49.6
2025-10-10,10:36:12,18.2,49.5
2025-10-10,10:36:14,18.2,49.5
2025-10-10,10:36:16,18.2,49.5
2025-10-10,10:36:18,18.2,49.5
2025-10-10,10:36:20,18.2,49.5
2025-10-10,10:36:22,18.2,49.5
2025-10-10,10:36:24,18.2,49.5
2025-10-10,10:36:26,18.2,49.5
2025-10-10,10:36:28,18.2,49.5
2025-10-10,10:36:30,18.2,49.5
2025-10-10,10:36:32,18.2,49.5
2025-10-10,10:36:34,18.2,49.5
2025-10-10,10:36:36,18.2,49.5
2025-10-10,10:36:38,18.2,49.5
2025-10-10,10:36:40,18.2,49.5
2025-10-10,10:36:42,18.2,49.5
2025-10-10,10:36:44,18.2,49.5
2025-10-10,10:36:46,18.2,49.5
2025-10-10,10:36:48,18.2,49.6
2025-10-10,10:36:50,18.2,49.5
2025-10-10,10:36:52,18.2,49.5
2025-10-10,10:36:54,18.2,49.5
2025-10-10,10:36:56,18.2,49.5
2025-10-10,10:36:58,18.2,49.5
2025-10-10,10:37:00,18.2,49.5
2025-10-10,10:37:02,18.2,49.5
2025-10-10,10:37:04,18.2,49.5
2025-10-10,10:37:28,18.2,49.6
2025-10-10,10:37:30,18.2,49.5
2025-10-10,10:37:32,18.2,49.5
2025-10-10,10:37:34,18.2,49.5
2025-10-10,10:37:36,18.2,49.5
2025-10-10,10:37:38,18.2,49.5
2025-10-10,10:37:40,18.2,49.5
2025-10-10,10:37:42,18.2,49.5
2025-10-10,10:37:44,18.2,49.5
2025-10-10,10:37:46,18.2,49.5
2025-10-10,10:37:48,18.2,49.5
2025-10-10,10:37:50,18.2,49.5
2025-10-10,10:37:52,18.2,49.5
2025-10-10,10:37:54,18.2,49.5
2025-10-10,10:37:56,18.2,49.5
2025-10-10,10:37:58,18.2,49.5
2025-10-10,10:38:00,18.2,49.5
2025-10-10,10:38:02,18.2,49.5
2025-10-10,10:38:04,18.2,49.5
2025-10-10,10:38:06,18.2,49.5
2025-10-10,10:38:08,18.2,49.5
2025-10-10,10:38:10,18.2,49.4
2025-10-10,10:38:12,18.2,49.5
2025-10-10,10:38:14,18.2,49.5
2025-10-10,10:38:16,18.2,49.5
2025-10-10,10:38:18,18.2,49.5
2025-10-10,10:38:20,18.2,49.5
2025-10-10,10:38:22,18.2,49.5
2025-10-10,10:47:52,18.4,49.3
2025-10-10,10:47:54,18.4,49.3
2025-10-10,10:47:56,18.4,49.3
