Fecha,Hora,Temperatura (°C),Humedad (%)
2025-10-15,16:41:01,21.2,59.9
2025-10-15,16:41:03,21.2,60.0
2025-10-15,16:41:05,21.2,59.9
2025-10-15,16:41:07,21.2,59.9
2025-10-15,16:41:09,21.2,59.9
2025-10-15,16:41:11,21.2,59.9
2025-10-15,16:41:13,21.2,59.9
2025-10-15,16:41:15,21.2,59.9
2025-10-15,16:41:17,21.2,59.9
2025-10-15,16:41:19,21.2,59.9
2025-10-15,16:41:21,21.2,59.9
2025-10-15,16:41:23,21.2,59.9
2025-10-15,16:41:25,21.2,59.9
2025-10-15,16:41:27,21.2,59.9
2025-10-15,16:41:29,21.2,60.0
2025-10-15,16:41:31,21.2,59.9
2025-10-15,16:41:33,21.2,59.9
2025-10-15,16:41:35,21.2,59.9
2025-10-15,16:41:37,21.2,59.9
2025-10-15,16:41:39,21.2,59.9
2025-10-15,16:41:41,21.2,59.9
2025-10-15,16:41:43,21.2,59.9
2025-10-15,16:41:45,21.2,59.9
2025-10-15,16:41:47,21.2,59.9
2025-10-15,16:41:49,21.2,59.9
2025-10-15,16:41:51,21.2,59.9
2025-10-15,16:41:53,21.2,60.0
2025-10-15,16:41:55,21.2,60.0
2025-10-15,16:41:57,21.2,59.9
2025-10-15,16:42:00,21.2,59.9
2025-10-15,16:42:01,21.2,59.9
2025-10-15,16:42:03,21.2,59.9
2025-10-15,16:42:05,21.2,59.9
2025-10-15,16:42:07,21.2,59.9
2025-10-15,16:42:09,21.2,59.9
2025-10-15,16:42:11,21.2,59.9
2025-10-15,16:42:13,21.2,59.9
2025-10-15,16:42:15,21.2,59.9
2025-10-15,16:42:17,21.2,59.9
2025-10-15,16:42:19,21.2,59.8
2025-10-15,16:42:21,21.2,59.9
2025-10-15,16:42:23,21.2,59.8
2025-10-15,16:42:25,21.2,59.8
2025-10-15,16:42:27,21.2,59.8
2025-10-15,16:42:30,21.2,59.8
2025-10-15,16:42:31,21.2,59.8
2025-10-15,16:42:33,21.2,59.8
2025-10-15,16:42:35,21.2,59.8
