Fecha,Hora,Temperatura (°C),Humedad (%)
2025-10-14,18:22:17,26.1,42.3
2025-10-14,18:22:20,26.1,42.3
2025-10-14,18:22:22,26.1,42.3
2025-10-14,18:22:24,26.1,42.2
2025-10-14,18:22:26,26.1,42.3
2025-10-14,18:22:28,26.1,42.3
2025-10-14,18:22:31,26.1,42.3
2025-10-14,18:22:33,26.1,42.3
2025-10-14,18:22:36,26.1,42.3
2025-10-14,18:22:38,26.1,42.3
2025-10-14,18:22:40,26.1,42.3
2025-10-14,18:22:43,26.1,42.3
2025-10-14,18:22:45,26.1,42.3
2025-10-14,18:22:47,26.1,42.2
2025-10-14,18:22:50,26.1,42.2
2025-10-14,18:22:52,26.1,42.2
2025-10-14,18:22:54,26.1,42.2
2025-10-14,18:22:57,26.1,42.2
2025-10-14,18:22:59,26.1,42.3
2025-10-14,18:23:01,26.1,42.9
2025-10-14,18:23:03,26.1,43.0
2025-10-14,18:23:06,26.1,42.8
2025-10-14,18:23:08,26.1,42.6
2025-10-14,18:23:10,26.1,42.5
2025-10-14,18:23:12,26.1,42.4
2025-10-14,18:23:15,26.1,42.4
2025-10-14,18:23:17,26.1,42.3
2025-10-14,18:23:19,26.1,42.3
2025-10-14,18:23:22,26.1,42.3
2025-10-14,18:23:24,26.1,42.4
2025-10-14,18:23:26,26.1,42.4
2025-10-14,18:23:29,26.1,42.3
2025-10-14,18:23:31,26.1,42.4
2025-10-14,18:23:33,26.1,42.4
2025-10-14,18:23:36,26.1,42.4
2025-10-14,18:23:38,26.1,42.4
2025-10-14,18:23:40,26.1,42.4
2025-10-14,18:23:43,26.1,42.4
2025-10-14,18:23:45,26.1,42.3
2025-10-14,18:23:48,26.1,42.3
2025-10-14,18:23:50,26.1,42.3
2025-10-14,18:23:52,26.1,42.5
2025-10-14,18:23:54,26.1,42.5
2025-10-14,18:23:57,26.1,42.5
2025-10-14,18:23:59,26.1,42.4
2025-10-14,18:24:02,26.1,42.5
2025-10-14,18:24:04,26.1,42.4
2025-10-14,18:24:06,26.1,42.4
2025-10-14,18:24:08,26.1,42.4
2025-10-14,18:24:10,26.1,42.3
2025-10-14,18:24:13,26.1,42.3
2025-10-14,18:24:15,26.1,42.3
2025-10-14,18:24:17,26.1,42.3
2025-10-14,18:24:19,26.1,42.3
2025-10-14,18:24:22,26.1,42.3
2025-10-14,18:24:24,26.1,42.3
2025-10-14,18:24:26,26.1,42.2
2025-10-14,18:24:28,26.1,42.3
2025-10-14,18:24:31,26.1,42.3
2025-10-14,18:24:33,26.1,42.3
2025-10-14,18:24:35,26.1,42.3
2025-10-14,18:24:37,26.1,42.3
2025-10-14,18:24:40,26.1,42.3
2025-10-14,18:24:42,26.1,42.2
2025-10-14,18:24:44,26.1,42.2
2025-10-14,18:24:46,26.1,42.3
2025-10-14,18:24:49,26.1,42.3
2025-10-14,18:24:52,26.1,42.2
2025-10-14,18:24:54,26.1,42.2
2025-10-14,18:24:57,26.1,42.2
2025-10-14,18:24:59,26.1,42.2
2025-10-14,18:25:01,26.1,42.3
2025-10-14,18:25:03,26.1,42.3
2025-10-14,18:25:05,26.1,42.4
2025-10-14,18:25:08,26.1,42.3
2025-10-14,18:25:10,26.1,42.4
2025-10-14,18:25:12,26.1,42.4
2025-10-14,18:25:15,26.1,42.4
2025-10-14,18:25:17,26.1,42.4
2025-10-14,18:25:19,26.1,42.3
2025-10-14,18:25:21,26.1,42.2
2025-10-14,18:25:23,26.1,42.2
2025-10-14,18:25:25,26.1,42.2
2025-10-14,18:25:27,26.1,42.2
2025-10-14,18:25:30,26.1,42.1
2025-10-14,18:25:32,26.1,42.1
2025-10-14,18:25:34,26.1,42.1
2025-10-14,18:25:36,26.1,42.1
2025-10-14,18:25:38,26.1,42.1
2025-10-14,18:25:41,26.1,42.1
2025-10-14,18:25:43,26.1,42.1
2025-10-14,18:25:45,26.1,42.0
2025-10-14,18:25:47,26.1,42.0
2025-10-14,18:25:50,26.1,41.9
2025-10-14,18:25:52,26.1,41.9
2025-10-14,18:25:54,26.1,41.9
2025-10-14,18:25:59,26.1,42.0
2025-10-14,18:26:02,26.1,42.0
2025-10-14,18:26:04,26.1,42.1
2025-10-14,18:26:22,26.2,41.9
2025-10-14,18:26:24,27.3,79.6
2025-10-14,18:26:26,28.0,88.5
2025-10-14,18:26:28,28.6,94.2
2025-10-14,18:26:30,29.1,98.4
2025-10-14,18:26:33,29.5,99.8
2025-10-14,18:26:35,29.7,98.7
2025-10-14,18:26:38,29.9,94.7
2025-10-14,18:26:40,29.9,91.6
2025-10-14,18:26:42,29.9,91.2
2025-10-14,18:26:45,29.8,91.0
2025-10-14,18:26:47,29.7,90.8
2025-10-14,18:26:49,29.7,90.6
2025-10-14,18:26:52,29.5,90.1
2025-10-14,18:26:54,29.4,89.8
2025-10-14,18:26:56,29.2,89.4
2025-10-14,18:26:58,29.1,88.8
2025-10-14,18:27:00,29.0,88.2
2025-10-14,18:27:02,28.9,87.1
